state,jurisdiction,clinton,trump,johnson,stein,other,totalvotes,,
WV,Roane,1222,3781,143,65,36,5247,,
WV,Summers,1190,3455,137,57,23,4862,,
WV,Taylor,1491,4733,194,77,43,6538,,
WV,Tucker,751,2565,103,46,10,3475,,
WV,Tyler,507,2996,103,25,23,3654,,
WV,Upshur,1766,7005,310,89,48,9218,,
WV,Wayne,3357,11152,421,122,130,15182,,
WV,Webster,556,2302,82,30,8,2978,,
WV,Wetzel,1359,4519,245,66,76,6265,,
WV,Wirt,386,1911,84,24,17,2422,,
WV,Wood,8400,25434,1266,371,144,35615,,
WV,Wyoming,1062,6547,137,38,47,7831,,
WY,Albany,6890,7602,1391,344,1018,17245,,
WY,Big Horn,604,4067,242,35,458,5406,,
WY,Campbell,1324,15778,653,66,530,18351,,
WY,Carbon,1279,4409,381,49,343,6461,,
WY,Converse,668,5520,251,42,225,6706,,
WY,Crook,273,3348,118,11,116,3866,,
WY,Fremont,4200,11167,773,233,868,17241,,
WY,Goshen,924,4418,234,45,259,5880,,
WY,Hot Springs,400,1939,136,35,134,2644,,
WY,Johnson,638,3477,174,33,150,4472,,
WY,Laramie,11573,24847,2657,434,1842,41353,,
WY,Lincoln,1105,6779,331,48,707,8970,,
WY,Natrona,6577,23552,1791,310,1487,33717,,
WY,Niobrara,115,1116,49,7,44,1331,,
WY,Park,2535,11115,625,151,885,15311,,
WY,Platte,719,3437,180,36,208,4580,,
