state,jurisdiction,clinton,trump,johnson,stein,other,totalvotes,,
KY,Hickman,449,1657,26,6,19,2157,,
KY,Hopkins,4310,15277,478,97,183,20345,,
KY,Jackson,482,4889,79,20,31,5501,,
KY,Jefferson,190836,143768,10188,3224,5083,353099,,
KY,Jessamine,6144,15474,829,170,709,23326,,
KY,Johnson,1250,8043,163,60,56,9572,,
KY,Kenton,24214,42958,3093,703,1030,71998,,
KY,Knott,1245,4357,102,13,46,5763,,
KY,Knox,1761,9885,189,64,113,12012,,
KY,Larue,1278,4799,174,28,88,6367,,
KY,Laurel,3440,20592,473,114,214,24833,,
KY,Lawrence,1045,4816,107,32,42,6042,,
KY,Lee,444,2151,42,7,23,2667,,
KY,Leslie,400,4015,39,15,23,4492,,
KY,Letcher,1542,7293,210,37,52,9134,,
KY,Lewis,785,4363,95,16,39,5298,,
KY,Lincoln,1865,7338,226,44,88,9561,,
KY,Livingston,887,3570,115,24,49,4645,,
KY,Logan,2755,7778,229,43,94,10899,,
KY,Lyon,1045,2789,74,15,39,3962,,
KY,Madison,11793,23431,1189,353,605,37371,,
KY,Magoffin,1172,3824,66,17,37,5116,,
KY,Marion,2679,5122,215,33,62,8111,,
KY,Marshall,3672,12322,426,84,194,16698,,
KY,Martin,363,3503,52,13,22,3953,,
KY,Mason,1970,4944,173,38,94,7219,,
KY,McCracken,9134,20774,839,217,343,31307,,
KY,McCreary,664,5012,59,18,23,5776,,
KY,McLean,988,3381,137,15,45,4566,,
KY,Meade,3026,8660,333,97,115,12231,,
KY,Menifee,700,2010,43,14,12,2779,,
KY,Mercer,2395,7740,275,68,107,10585,,
KY,Metcalfe,976,3491,86,22,45,4620,,
KY,Monroe,601,4278,76,13,23,4991,,
KY,Montgomery,3158,7856,264,68,106,11452,,
KY,Morgan,1006,3628,63,26,52,4775,,
KY,Muhlenberg,3272,9393,230,44,121,13060,,
KY,Nelson,6434,13431,565,131,241,20802,,
KY,Nicholas,787,1957,65,9,23,2841,,
KY,Ohio,2080,7942,207,64,105,10398,,
KY,Oldham,10268,20469,1229,282,605,32853,,
KY,Owen,1062,3745,122,25,47,5001,,
KY,Owsley,256,1474,24,0,5,1759,,
KY,Pendleton,1164,4604,145,27,67,6007,,
KY,Perry,2136,8158,168,47,63,10572,,
KY,Pike,4280,19747,413,86,139,24665,,
KY,Powell,1272,3513,118,27,27,4957,,
KY,Pulaski,4208,22902,562,127,242,28041,,
KY,Robertson,222,759,19,5,8,1013,,
KY,Rockcastle,915,5609,87,25,55,6691,,
KY,Rowan,3295,5174,207,85,87,8848,,
KY,Russell,1093,6863,153,14,51,8174,,
KY,Scott,7715,15052,853,139,441,24200,,
KY,Shelby,6276,13196,629,138,341,20580,,
KY,Simpson,2144,5077,200,38,72,7531,,
KY,Spencer,1921,7196,237,44,117,9515,,
KY,Taylor,2553,8320,233,53,147,11306,,
KY,Todd,1042,3612,64,26,35,4779,,
KY,Trigg,1587,4931,121,45,67,6751,,
KY,Trimble,879,2771,88,20,40,3798,,
KY,Union,1331,4701,115,29,35,6211,,
KY,Warren,16966,28673,1605,415,795,48454,,
KY,Washington,1420,4013,111,17,75,5636,,
KY,Wayne,1431,6371,116,30,44,7992,,
KY,Webster,1240,4397,111,22,35,5805,,
KY,Whitley,2067,11312,242,41,112,13774,,
KY,Wolfe,753,1804,42,9,27,2635,,
KY,Woodford,4958,7697,529,117,262,13563,,
LA,Acadia,5638,21162,281,106,202,27389,,
LA,Allen,2106,6867,102,50,120,9245,,
LA,Ascension,16476,36143,1184,324,551,54678,,
LA,Assumption,3931,6714,127,39,93,10904,,
LA,Avoyelles,5035,11165,188,69,129,16586,,
LA,Beauregard,2393,12238,225,64,158,15078,,
LA,Bienville,3129,3756,54,23,43,7005,,
LA,Bossier,12641,35474,1024,263,446,49848,,
LA,Caddo,53483,49006,1861,665,789,105804,,
LA,Calcasieu,26296,54191,1786,551,961,83785,,
LA,Caldwell,788,3822,28,14,40,4692,,
LA,Cameron,323,3256,57,16,40,3692,,
LA,Catahoula,1322,3479,17,14,24,4856,,
LA,Claiborne,2717,3585,45,25,49,6421,,
LA,Concordia,3272,5477,68,14,41,8872,,
LA,De Soto,5165,8068,128,33,106,13500,,
LA,East Baton Rouge,102828,84660,4959,1643,2401,196491,,
LA,East Carroll,1838,1059,16,6,20,2939,,
LA,East Feliciana,4235,5569,102,38,98,10042,,
LA,Evangeline,4208,10360,116,66,132,14882,,
LA,Franklin,2506,6514,68,28,46,9162,,
LA,Grant,1181,7408,126,34,72,8821,,
LA,Iberia,10698,20903,443,170,240,32454,,
LA,Iberville,8324,7320,165,92,142,16043,,
LA,Jackson,2139,5169,74,20,62,7464,,
LA,Jefferson,73670,100398,4306,1611,1654,181639,,
LA,Jefferson Davis,3080,10775,185,71,166,14277,,
LA,Lafayette,32726,68195,2833,851,998,105603,,
LA,Lafourche,8423,31959,734,233,296,41645,,
LA,Lasalle,605,5836,53,19,56,6569,,
LA,Lincoln,7107,10761,440,120,241,18669,,
LA,Livingston,6950,48824,1151,292,513,57730,,
LA,Madison,2744,1927,17,15,29,4732,,
LA,Morehouse,5155,6502,73,46,76,11852,,
LA,Natchitoches,7144,8968,260,91,158,16621,,
LA,Orleans,133996,24292,3638,2546,1340,165812,,
LA,Ouachita,24428,41734,980,343,532,68017,,
LA,Plaquemines,3347,6900,179,74,73,10573,,
LA,Pointe Coupee,4764,6789,86,35,87,11761,,
LA,Rapides,18322,36816,858,314,534,56844,,
LA,Red River,1938,2391,47,11,35,4422,,
LA,Richland,3157,6287,67,35,51,9597,,
LA,Sabine,1703,7879,97,24,84,9787,,
LA,St. Bernard,4960,10237,308,169,141,15815,,
LA,St. Charles,8559,16621,592,186,234,26192,,
LA,St. Helena,3353,2497,43,18,53,5964,,
LA,St. James,6418,5456,98,44,69,12085,,
LA,St. John The Baptist,12661,7569,228,122,163,20743,,
LA,St. Landry,17209,21971,350,181,266,39977,,
LA,St. Martin,8266,16873,303,121,187,25750,,
LA,St. Mary,8050,14359,245,85,138,22877,,
LA,St. Tammany,27717,90915,3409,1019,1332,124392,,
LA,Tangipahoa,16878,33959,843,286,450,52416,,
LA,Tensas,1332,1182,13,8,13,2548,,
LA,Terrebonne,10665,31902,808,215,306,43896,,
LA,Union,2691,7972,108,32,91,10894,,
LA,Vermilion,4857,20063,396,116,200,25632,,
LA,Vernon,2665,13471,265,72,160,16633,,
LA,Washington,5692,12556,185,68,127,18628,,
LA,Webster,6260,11542,166,63,114,18145,,
LA,West Baton Rouge,5383,6927,206,72,124,12712,,
LA,West Carroll,715,3970,27,10,37,4759,,
LA,West Feliciana,2248,3390,97,17,47,5799,,
LA,Winn,1644,4608,40,29,51,6372,,
MA,Abington,4115,4017,417,102,261,8912,,
MA,Acton,9198,2555,552,208,454,12967,,
MA,Acushnet,2401,2834,174,87,176,5672,,
MA,Adams,2413,1285,189,80,113,4080,,
MA,Agawam,6208,7421,651,208,389,14877,,
MA,Alford,226,52,8,8,13,307,,
MA,Amesbury,5174,3231,527,151,319,9402,,
MA,Amherst,12357,1248,445,613,403,15066,,
MA,Andover,11222,6522,895,202,731,19572,,
MA,Aquinnah,232,34,6,7,8,287,,
MA,Arlington,20539,4652,732,457,891,27271,,
MA,Ashburnham,1439,1522,247,66,125,3399,,
MA,Ashby,722,974,129,45,63,1933,,
MA,Ashfield,836,184,52,44,39,1155,,
MA,Ashland,5684,2768,457,105,312,9326,,
MA,Athol,2076,2335,328,116,201,5056,,
MA,Attleboro,10518,8571,1032,321,439,20881,,
MA,Auburn,4496,4000,553,92,314,9455,,
MA,Avon,1254,1068,79,40,71,2512,,
MA,Ayer,2162,1498,292,65,159,4176,,
MA,Barnstable,13005,11195,1049,348,783,26380,,
MA,Barre,1201,1429,164,58,84,2936,,
MA,Becket,571,368,37,25,46,1047,,
MA,Bedford,5085,2211,404,92,274,8066,,
MA,Belchertown,4408,3153,392,192,273,8418,,
MA,Bellingham,4033,4059,502,100,288,8982,,
MA,Belmont,10252,3106,561,237,535,14691,,
MA,Berkley,1455,1926,149,51,98,3679,,
MA,Berlin,1009,745,124,38,50,1966,,
MA,Bernardston,711,382,81,27,43,1244,,
MA,Beverly,13185,6904,1142,332,850,22413,,
MA,Billerica,10100,10319,976,264,699,22358,,
MA,Blackstone,1850,2327,254,59,133,4623,,
MA,Blandford,256,405,28,8,20,717,,
MA,Bolton,1891,1036,230,54,134,3345,,
MA,Boston,221093,38087,7025,3969,7192,277366,,
MA,Bourne,4910,5201,442,129,353,11035,,
MA,Boxborough,1987,756,159,36,131,3069,,
MA,Boxford,2454,2194,297,35,228,5208,,
MA,Boylston,1424,1125,176,35,101,2861,,
MA,Braintree,10469,8427,766,216,748,20626,,
MA,Brewster,3813,2370,297,112,223,6815,,
MA,Bridgewater,5718,6261,624,167,370,13140,,
MA,Brimfield,793,1113,117,34,69,2126,,
MA,Brockton,25593,8801,920,388,783,36485,,
MA,Brookfield,708,936,102,27,54,1827,,
MA,Brookline,24583,3175,731,398,793,29680,,
MA,Buckland,703,230,53,39,42,1067,,
MA,Burlington,7633,5434,558,123,471,14219,,
MA,Cambridge,46563,3323,1213,1032,1151,53282,,
MA,Canton,7308,4731,574,109,448,13170,,
MA,Carlisle,2302,732,192,43,122,3391,,
MA,Carver,2529,3206,364,72,196,6367,,
MA,Charlemont,407,228,40,25,35,735,,
MA,Charlton,2709,3856,461,99,216,7341,,
MA,Chatham,2398,1796,216,68,165,4643,,
MA,Chelmsford,10705,7661,1093,237,746,20442,,
MA,Chelsea,7500,1587,207,127,612,10033,,
MA,Cheshire,978,741,83,30,59,1891,,
MA,Chester,238,372,55,13,18,696,,
MA,Chesterfield,398,267,39,39,25,768,,
MA,Chicopee,12338,9841,1046,472,844,24541,,
MA,Chilmark,617,94,30,23,24,788,,
MA,Clarksburg,510,327,29,12,18,896,,
MA,Clinton,3767,2748,396,100,226,7237,,
MA,Cohasset,2895,1629,244,46,226,5040,,
MA,Colrain,513,257,59,62,43,934,,
MA,Concord,8460,1951,503,150,383,11447,,
MA,Conway,865,249,47,39,35,1235,,
MA,Cummington,334,156,31,33,13,567,,
MA,Dalton,2190,940,166,83,104,3483,,
MA,Danvers,7752,6484,691,179,500,15606,,
MA,Dartmouth,8586,6738,610,235,434,16603,,
MA,Dedham,8621,4778,570,149,508,14626,,
MA,Deerfield,1968,777,161,75,114,3095,,
MA,Dennis,4887,3751,372,138,284,9432,,
MA,Dighton,1602,2149,172,67,132,4122,,
MA,Douglas,1780,2685,299,64,147,4975,,
MA,Dover,2063,1137,266,29,177,3672,,
MA,Dracut,6645,8319,821,187,465,16437,,
MA,Dudley,2113,2871,295,69,139,5487,,
MA,Dunstable,954,837,140,26,78,2035,,
MA,Duxbury,5137,3888,531,112,428,10096,,
MA,E. Bridgewater,3174,4073,430,86,252,8015,,
MA,E. Brookfield,417,664,65,18,53,1217,,
MA,E. Longmeadow,4089,4441,402,115,288,9335,,
MA,Eastham,2203,1199,134,61,105,3702,,
MA,Easthampton,6213,2599,367,305,312,9796,,
MA,Easton,6556,5231,623,134,467,13011,,
MA,Edgartown,1787,779,99,53,92,2810,,
MA,Egremont,621,147,30,30,17,845,,
MA,Erving,420,300,59,32,23,834,,
MA,Essex,1272,758,166,34,74,2304,,
MA,Everett,9461,3940,309,165,348,14223,,
MA,Fairhaven,4264,3824,317,133,215,8753,,
MA,Fall River,17467,10850,943,501,1062,30823,,
MA,Falmouth,11467,7165,728,273,641,20274,,
MA,Fitchburg,8590,5587,812,259,431,15679,,
MA,Florida,191,170,17,11,11,400,,
MA,Foxborough,5132,4161,580,95,376,10344,,
MA,Framingham,20520,7063,1196,347,902,30028,,
MA,Franklin,9527,6996,988,172,750,18433,,
MA,Freetown,2035,2649,178,68,147,5077,,
MA,Gardner,4196,3542,590,157,277,8762,,
MA,Georgetown,2347,2228,331,49,147,5102,,
MA,Gill,579,259,57,32,26,953,,
MA,Gloucester,9808,5355,696,280,569,16708,,
MA,Goshen,364,213,28,15,18,638,,
MA,Gosnold,36,27,2,0,6,71,,
MA,Grafton,5372,3883,586,130,316,10287,,
MA,Granby,1651,1699,173,93,125,3741,,
MA,Granville,335,548,55,20,28,986,,
MA,Great Barrington,2880,580,103,128,73,3764,,
MA,Greenfield,5574,2098,372,309,344,8697,,
MA,Groton,3917,2138,400,96,261,6812,,
MA,Groveland,1822,1934,190,52,127,4125,,
MA,Hadley,2149,867,105,98,94,3313,,
MA,Halifax,1794,2312,228,58,127,4519,,
MA,Hamilton,2631,1476,318,69,268,4762,,
MA,Hampden,1188,1645,154,37,93,3117,,
MA,Hancock,189,159,24,9,16,397,,
MA,Hanover,3750,4267,400,71,350,8838,,
MA,Hanson,2432,3124,329,58,215,6158,,
MA,Hardwick,568,709,77,28,39,1421,,
MA,Harvard,2515,889,182,50,140,3776,,
MA,Harwich,4560,3294,340,132,246,8572,,
MA,Hatfield,1284,660,77,61,70,2152,,
MA,Haverhill,15407,12050,1343,418,911,30129,,
MA,Hawley,105,67,14,7,13,206,,
MA,Heath,244,165,24,12,14,459,,
MA,Hingham,8510,4810,691,142,702,14855,,
MA,Hinsdale,606,403,55,37,35,1136,,
MA,Holbrook,2912,2385,248,90,164,5799,,
MA,Holden,5605,4612,661,149,413,11440,,
MA,Holland,475,720,106,33,47,1381,,
MA,Holliston,5291,2563,458,92,363,8767,,
MA,Holyoke,11656,4022,509,392,460,17039,,
MA,Hopedale,1759,1375,197,49,131,3511,,
MA,Hopkinton,5358,2911,560,100,407,9336,,
MA,Hubbardston,1040,1376,203,36,110,2765,,
MA,Hudson,6028,3775,599,118,345,10865,,
MA,Hull,3688,2356,253,66,180,6543,,
MA,Huntington,460,611,71,35,24,1201,,
MA,Ipswich,4939,3013,459,138,297,8846,,
MA,Kingston,3471,3579,381,84,219,7734,,
MA,Lakeville,2466,3374,315,86,263,6504,,
MA,Lancaster,1850,1651,284,59,165,4009,,
MA,Lanesborough,998,597,77,32,43,1747,,
MA,Lawrence,19852,3535,476,220,454,24537,,
MA,Lee,1969,852,115,86,77,3099,,
MA,Leicester,2423,2825,318,72,190,5828,,
MA,Lenox,2234,572,116,70,104,3096,,
MA,Leominster,9840,8199,1076,262,574,19951,,
MA,Leverett,996,185,24,56,35,1296,,
MA,Lexington,13900,3279,610,244,558,18591,,
MA,Leyden,306,139,23,20,14,502,,
MA,Lincoln,2996,625,178,49,109,3957,,
MA,Littleton,3445,1876,393,56,231,6001,,
MA,Longmeadow,5311,3457,412,128,326,9634,,
MA,Lowell,23555,10584,1437,552,1218,37346,,
MA,Ludlow,4483,5097,410,144,307,10441,,
MA,Lunenburg,2942,2802,386,79,231,6440,,
MA,Lynn,22164,9311,925,430,1359,34189,,
MA,Lynnfield,3238,3829,297,72,257,7693,,
MA,Malden,15845,5538,641,335,636,22995,,
MA,Manchester-by-the-Sea,2249,954,227,34,159,3623,,
MA,Mansfield,6879,5073,697,142,550,13341,,
MA,Marblehead,8111,3759,665,117,506,13158,,
MA,Marion,1861,1159,151,49,103,3323,,
MA,Marlborough,10577,5959,918,225,657,18336,,
MA,Marshfield,7343,7215,697,181,484,15920,,
MA,Mashpee,4448,3839,347,119,231,8984,,
MA,Mattapoisett,2125,1820,163,52,154,4314,,
MA,Maynard,3860,1671,303,77,179,6090,,
MA,Medfield,4409,2400,427,61,502,7799,,
MA,Medford,20690,7671,897,378,892,30528,,
MA,Medway,4009,2948,458,67,318,7800,,
MA,Melrose,10687,4832,678,172,592,16961,,
MA,Mendon,1530,1694,214,30,116,3584,,
MA,Merrimac,1895,1622,226,57,135,3935,,
MA,Methuen,11662,10235,811,236,640,23584,,
MA,Middleborough,4837,6583,676,164,395,12655,,
MA,Middlefield,155,115,16,10,11,307,,
MA,Middleton,2159,2663,192,33,164,5211,,
MA,Milford,7370,5237,601,159,459,13826,,
MA,Millbury,3162,3445,394,83,204,7288,,
MA,Millis,2620,1890,309,58,173,5050,,
MA,Millville,624,874,103,28,43,1672,,
MA,Milton,10752,4286,595,149,580,16362,,
MA,Monroe,25,26,5,2,1,59,,
MA,Monson,1922,2259,245,108,146,4680,,
MA,Montague,2858,1095,213,181,144,4491,,
MA,Monterey,417,88,20,12,17,554,,
MA,Montgomery,199,281,32,12,6,530,,
MA,Mount Washington,76,19,5,4,3,107,,
MA,N. Adams,3730,1570,241,172,166,5879,,
MA,N. Andover,8499,6391,801,119,581,16391,,
MA,N. Attleborough,7059,6716,863,226,570,15434,,
MA,N. Brookfield,907,1413,160,36,75,2591,,
MA,N. Reading,4283,3986,470,87,328,9154,,
MA,Nahant,1347,864,87,23,57,2378,,
MA,Nantucket,4146,1892,260,108,177,6583,,
MA,Natick,13420,4870,853,222,732,20097,,
MA,Needham,12797,4019,746,150,760,18472,,
MA,New Ashford,101,39,14,6,1,161,,
MA,New Bedford,20812,10327,955,586,928,33608,,
MA,New Braintree,246,326,22,18,11,623,,
MA,New Marlborough,564,218,34,35,20,871,,
MA,New Salem,337,208,28,22,19,614,,
MA,Newbury,2465,1716,215,63,164,4623,,
MA,Newburyport,7385,3114,520,140,425,11584,,
MA,Newton,36463,7764,1466,514,1262,47469,,
MA,Norfolk,2956,2458,391,60,277,6142,,
MA,Northampton,13512,1878,341,638,626,16995,,
MA,Northborough,5130,2964,523,104,345,9066,,
MA,Northbridge,3425,3977,574,104,327,8407,,
MA,Northfield,1013,533,91,50,70,1757,,
MA,Norton,4555,4428,496,113,449,10041,,
MA,Norwell,3277,2837,322,56,274,6766,,
MA,Norwood,9000,5692,656,184,584,16116,,
MA,Oak Bluffs,2098,738,87,44,82,3049,,
MA,Oakham,435,633,72,19,25,1184,,
MA,Orange,1487,1550,222,78,98,3435,,
MA,Orleans,2687,1511,192,65,140,4595,,
MA,Otis,431,407,43,18,25,924,,
MA,Oxford,2744,3576,405,83,217,7025,,
MA,Palmer,2475,3083,322,148,165,6193,,
MA,Paxton,1213,1197,151,38,109,2708,,
MA,Peabody,14395,12036,962,262,894,28549,,
MA,Pelham,748,98,25,22,22,915,,
MA,Pembroke,4630,4913,588,123,362,10616,,
MA,Pepperell,2932,3098,455,84,277,6846,,
MA,Peru,255,207,34,8,15,519,,
MA,Petersham,417,312,46,19,33,827,,
MA,Phillipston,374,550,67,13,26,1030,,
MA,Pittsfield,13907,4771,763,515,522,20478,,
MA,Plainfield,263,107,13,18,18,419,,
MA,Plainville,2216,2223,305,68,172,4984,,
MA,Plymouth,15602,14309,1597,422,1093,33023,,
MA,Plympton,727,883,114,28,56,1808,,
MA,Princeton,1183,898,124,35,105,2345,,
MA,Provincetown,2082,208,38,35,36,2399,,
MA,Quincy,25477,13321,1460,557,1377,42192,,
MA,Randolph,11509,3098,335,159,305,15406,,
MA,Raynham,3327,3806,364,77,240,7814,,
MA,Reading,8848,5373,681,142,561,15605,,
MA,Rehoboth,2784,3574,322,110,187,6977,,
MA,Revere,11964,6895,446,239,537,20081,,
MA,Richmond,706,218,28,26,27,1005,,
MA,Rochester,1368,1743,161,50,112,3434,,
MA,Rockland,4403,4313,464,115,266,9561,,
MA,Rockport,3122,1371,225,79,179,4976,,
MA,Rowe,122,99,7,7,6,241,,
MA,Rowley,1679,1809,221,53,143,3905,,
MA,Royalston,314,321,32,16,19,702,,
MA,Russell,278,480,50,13,27,848,,
MA,Rutland,2022,2344,328,73,181,4948,,
MA,S. Hadley,5208,3254,383,180,313,9338,,
MA,Salem,14950,5458,750,401,624,22183,,
MA,Salisbury,2098,2249,216,71,176,4810,,
MA,Sandisfield,254,190,22,12,10,488,,
MA,Sandwich,6017,5846,510,143,407,12923,,
MA,Saugus,6385,7305,414,146,468,14718,,
MA,Savoy,184,163,24,11,19,401,,
MA,Scituate,6512,4457,542,146,458,12115,,
MA,Seekonk,3663,3572,322,106,214,7877,,
MA,Sharon,7219,2447,404,124,334,10528,,
MA,Sheffield,1242,530,80,46,44,1942,,
MA,Shelburne,821,230,49,51,46,1197,,
MA,Sherborn,1766,617,197,23,120,2723,,
MA,Shirley,1637,1432,214,49,118,3450,,
MA,Shrewsbury,10620,6808,894,197,688,19207,,
MA,Shutesbury,980,142,38,83,39,1282,,
MA,Somerset,4901,4566,330,169,311,10277,,
MA,Somerville,33740,4128,1109,841,1056,40874,,
MA,Southampton,1744,1692,193,64,148,3841,,
MA,Southborough,3530,1898,328,56,271,6083,,
MA,Southbridge,3714,2586,374,110,197,6981,,
MA,Southwick,1859,2961,267,73,167,5327,,
MA,Spencer,2265,3045,296,83,186,5875,,
MA,Springfield,40341,11231,1409,820,1385,55186,,
MA,Sterling,2162,2327,344,64,169,5066,,
MA,Stockbridge,965,252,29,30,29,1305,,
MA,Stoneham,6962,5243,525,110,453,13293,,
MA,Stoughton,8451,4920,542,162,473,14548,,
MA,Stow,2708,1261,286,70,162,4487,,
MA,Sturbridge,2534,2415,320,89,164,5522,,
MA,Sudbury,7402,2510,473,86,469,10940,,
MA,Sunderland,1353,387,82,62,64,1948,,
MA,Sutton,2312,2881,313,61,181,5748,,
MA,Swampscott,5554,2586,336,100,309,8885,,
MA,Swansea,3928,4351,285,103,206,8873,,
MA,Taunton,12365,9973,1042,362,738,24480,,
MA,Templeton,1521,2068,272,59,138,4058,,
MA,Tewksbury,7602,8432,843,183,548,17608,,
MA,Tisbury,1942,476,72,83,81,2654,,
MA,Tolland,101,190,8,8,12,319,,
MA,Topsfield,2100,1566,214,34,300,4214,,
MA,Townsend,2082,2550,361,76,161,5230,,
MA,Truro,1095,361,62,33,38,1589,,
MA,Tyngsborough,3061,3167,364,79,174,6845,,
MA,Tyringham,201,70,13,0,15,299,,
MA,Upton,2296,1818,327,56,179,4676,,
MA,Uxbridge,3266,3698,492,93,249,7798,,
MA,W. Boylston,2136,1838,233,56,159,4422,,
MA,W. Bridgewater,1623,2150,227,51,160,4211,,
MA,W. Brookfield,869,1008,111,40,69,2097,,
MA,W. Newbury,1620,1020,188,26,134,2988,,
MA,W. Springfield,5711,5537,589,208,383,12428,,
MA,W. Stockbridge,659,178,28,16,20,901,,
MA,W. Tisbury,1688,329,70,49,56,2192,,
MA,Wakefield,8294,6060,677,160,627,15818,,
MA,Wales,365,550,52,21,29,1017,,
MA,Walpole,7270,6046,755,135,622,14828,,
MA,Waltham,17355,7592,962,370,450,26729,,
MA,Ware,1853,2189,243,77,174,4536,,
MA,Wareham,5435,5104,500,176,318,11533,,
MA,Warren,904,1266,142,39,61,2412,,
MA,Warwick,271,142,25,19,17,474,,
MA,Washington,217,89,9,5,7,327,,
MA,Watertown,13166,3941,629,323,609,18668,,
MA,Wayland,6114,1684,374,98,338,8608,,
MA,Webster,3119,3575,406,103,208,7411,,
MA,Wellesley,10568,3235,666,121,676,15266,,
MA,Wellfleet,1554,515,73,73,67,2282,,
MA,Wendell,402,104,21,48,16,591,,
MA,Wenham,1368,774,192,24,120,2478,,
MA,Westborough,6023,2752,486,138,377,9776,,
MA,Westfield,8225,9021,1034,337,689,19306,,
MA,Westford,7854,4706,824,160,527,14071,,
MA,Westhampton,629,408,46,27,26,1136,,
MA,Westminster,1958,2165,276,68,156,4623,,
MA,Weston,4368,1648,332,57,291,6696,,
MA,Westport,4383,4285,306,98,271,9343,,
MA,Westwood,5319,3218,460,93,404,9494,,
MA,Weymouth,15398,11983,1159,380,947,29867,,
MA,Whately,582,328,55,30,35,1030,,
MA,Whitman,3393,3815,457,98,298,8061,,
MA,Wilbraham,3744,4010,369,104,385,8612,,
MA,Williamsburg,1207,347,69,58,33,1714,,
MA,Williamstown,2916,478,83,59,87,3623,,
MA,Wilmington,6205,6167,612,125,486,13595,,
MA,Winchendon,1789,2312,292,91,134,4618,,
MA,Winchester,8062,3701,584,128,513,12988,,
MA,Windsor,313,159,36,11,17,536,,
MA,Winthrop,5194,3852,318,130,233,9727,,
MA,Woburn,10915,8342,791,211,631,20890,,
MA,Worcester,43084,17732,2410,1172,1905,66303,,
MA,Worthington,430,229,41,46,17,763,,
MA,Wrentham,3052,2993,390,79,290,6804,,
MA,Yarmouth,7304,5848,537,190,408,14287,,
MD,Allegany,7875,21270,858,365,286,30654,,
MD,Anne Arundel,128419,122403,10408,3316,5535,270081,,
MD,Baltimore,218412,149477,11748,5338,5707,390682,,
MD,Baltimore City,202673,25205,4568,4087,2869,239402,,
MD,Calvert,18225,26176,1815,498,694,47408,,
MD,Caroline,4009,9368,445,129,162,14113,,
MD,Carroll,26567,58215,4286,1060,1720,91848,,
MD,Cecil,13650,28868,1665,568,518,45269,,
MD,Charles,49341,25614,1696,769,883,78303,,
MD,Dorchester,6245,8413,337,109,121,15225,,
MD,Frederick,56522,59522,5427,1745,2461,125677,,
MD,Garrett,2567,10776,400,107,161,14011,,
MD,Harford,47077,77860,5060,1596,2079,133672,,
MD,Howard,102597,47484,6282,2294,3536,162193,,
MD,Kent,4575,4876,312,116,142,10021,,
MD,Montgomery,357837,92704,11513,6620,10199,478873,,
MD,Prince George's,344049,32811,4557,4723,4245,390385,,
MD,Queen Anne's,7973,16993,940,272,345,26523,,
MD,Somerset,4196,5341,190,64,109,9900,,
MD,St. Mary's,17534,28663,2270,507,868,49842,,
MD,Talbot,8653,10724,632,203,341,20553,,
MD,Washington,21129,40998,2164,778,922,65991,,
MD,Wicomico,18050,22198,1297,432,570,42547,,
MD,Worcester,9753,17210,735,249,326,28273,,
ME,ABBOT,101,255,31,10,11,408,,
ME,ACTON,542,820,68,23,44,1497,,
ME,ADDISON,210,409,36,10,15,680,,
ME,ALBANY TWP,106,152,33,13,11,315,,
ME,ALBION,329,716,65,27,38,1175,,
ME,ALEXANDER,80,208,7,5,13,313,,
ME,ALFRED,812,885,92,24,60,1873,,
ME,ALLAGASH,69,85,3,2,10,169,,
ME,ALNA,262,176,15,14,15,482,,
ME,ALTON,153,273,33,5,9,473,,
ME,AMHERST,57,99,7,6,5,174,,
ME,AMITY,29,82,4,2,7,124,,
ME,ANDOVER,195,280,40,13,18,546,,
ME,ANSON,360,705,57,20,33,1175,,
ME,APPLETON,393,396,41,16,28,874,,
ME,ARGYLE TOWNSHIP,34,47,2,1,2,86,,
ME,ARROWSIC,222,98,9,10,12,351,,
ME,ARUNDEL,1064,1198,141,43,90,2536,,
ME,ASHLAND,208,347,40,11,22,628,,
ME,ATHENS,160,275,32,13,21,501,,
ME,ATKINSON,50,120,10,1,7,188,,
ME,AUBURN,5296,5325,737,207,421,11986,,
ME,AUGUSTA,4396,3805,501,192,320,9214,,
ME,AURORA,17,48,5,3,3,76,,
ME,AVON,76,146,15,4,7,248,,
ME,BAILEYVILLE,263,372,43,8,21,707,,
ME,BALDWIN,271,560,58,16,31,936,,
ME,BANGOR,8155,6001,868,310,578,15912,,
ME,BAR HARBOR,2244,712,107,58,96,3217,,
ME,BARING PLT,48,66,4,1,8,127,,
ME,BARNARD TWP/EBEEMEE TWP/T4 R9 NWP/WILLIAMSBURG TWP,32,55,11,2,4,104,,
ME,BATH,2717,1571,252,115,168,4823,,
ME,BEALS,113,141,18,6,10,288,,
ME,BEAVER COVE,37,58,4,0,2,101,,
ME,BEDDINGTON,11,24,1,1,0,37,,
ME,BELFAST,2351,1241,177,100,129,3998,,
ME,BELGRADE,826,1062,89,18,54,2049,,
ME,BELMONT,225,281,35,12,24,577,,
ME,BENTON,544,842,101,20,59,1566,,
ME,BERRY TWP/CATHANCE TWP/MARION TWP,12,17,2,0,2,33,,
ME,BERWICK,1539,2086,207,58,115,4005,,
ME,BETHEL,856,678,102,20,56,1712,,
ME,BIDDEFORD,5505,3729,471,241,367,10313,,
ME,BIG TWENTY TWP/T15 R15 WELS,0,2,0,0,0,2,,
ME,BINGHAM,191,302,16,14,21,544,,
ME,BLAINE,94,283,13,2,7,399,,
ME,BLUE HILL,1088,560,82,44,50,1824,,
